location,EW,EW_start_date,cases,p_rt1,p_inc100k,alert,Rt,transmission,epidemic_threshold
B,201910,2019-03-03,158,0.00054206426,38.21798,2,0.7135361,0,1
B,201911,2019-03-10,189,0.34837785,45.716442,2,0.9611257,0,1
B,201912,2019-03-17,165,0.2324316,39.91118,2,0.9242248,0,1
B,201913,2019-03-24,202,0.9092778,48.86096,2,1.1473628,0,1
B,201914,2019-03-31,172,0.3512455,41.60438,2,0.96009576,0,1
B,201915,2019-04-07,110,2.2081203e-05,26.607452,1,0.6145236,0,1
B,201916,2019-04-14,91,7.6652e-06,22.01162,1,0.57307065,0,1
B,201917,2019-04-21,73,0.00015481756,17.657673,1,0.59288734,0,1
B,201918,2019-04-28,78,0.09737713,18.867104,2,0.821055,0,1
B,201919,2019-05-05,69,0.17328778,16.69013,2,0.85746473,0,1
B,201920,2019-05-12,69,0.318846,16.69013,1,0.9246018,0,1
B,201921,2019-05-19,50,0.03218488,12.094296,1,0.71269864,0,1
B,201922,2019-05-26,42,0.018912327,10.159209,1,0.6652273,0,1
B,201923,2019-06-02,34,0.021263627,8.224122,1,0.64488566,0,1
B,201924,2019-06-09,36,0.21201162,8.707893,1,0.8359163,0,1
B,201925,2019-06-16,31,0.22744189,7.498464,1,0.8349905,0,1
B,201926,2019-06-23,30,0.29847106,7.256578,1,0.8769802,0,1
B,201927,2019-06-30,14,0.0045717363,3.386403,1,0.4498458,0,0
B,201928,2019-07-07,18,0.11291447,4.3539467,1,0.69420767,0,0
B,201929,2019-07-14,19,0.43171978,4.595833,1,0.9469935,0,0
B,201930,2019-07-21,8,0.027815586,1.9350874,1,0.46083194,0,0
B,201931,2019-07-28,13,0.31940535,3.1445172,1,0.8405504,0,0
B,201932,2019-08-04,9,0.2226995,2.1769733,1,0.7224004,0,0
B,201933,2019-08-11,10,0.41637802,2.4188595,1,0.9134771,0,0
B,201934,2019-08-18,8,0.30600157,1.9350874,1,0.7915856,0,0
B,201935,2019-08-25,13,0.7712394,3.1445172,1,1.3620104,0,0
B,201936,2019-09-01,10,0.5145037,2.4188595,1,1.016115,0,0
B,201937,2019-09-08,13,0.6750129,3.1445172,1,1.2009068,0,0
B,201938,2019-09-15,19,0.9073982,4.595833,2,1.6123612,0,0
B,201939,2019-09-22,12,0.37463626,2.9026313,2,0.8830034,0,0
B,201940,2019-09-29,17,0.62984544,4.112061,2,1.1224362,0,0
B,201941,2019-10-06,13,0.35412326,3.1445172,1,0.8696764,0,0
B,201942,2019-10-13,17,0.65141386,4.112061,1,1.146021,0,0
B,201943,2019-10-20,22,0.86567956,5.321491,1,1.4346354,0,0
B,201944,2019-10-27,23,0.81066644,5.5633764,2,1.3168157,0,0
B,201945,2019-11-03,27,0.82195127,6.5309205,2,1.3048412,0,1
B,201946,2019-11-10,38,0.9631999,9.191666,2,1.5792767,1,1
B,201947,2019-11-17,37,0.8460031,8.9497795,2,1.2849797,0,1
B,201948,2019-11-24,39,0.71818006,9.433552,2,1.1439242,0,1
B,201949,2019-12-01,36,0.45783404,8.707893,2,0.9756377,0,1
B,201950,2019-12-08,68,0.9976345,16.448244,2,1.740536,1,1
B,201951,2019-12-15,84,0.999462,20.318419,2,1.788842,1,1
B,201952,2019-12-22,62,0.50767165,14.996928,2,1.0034513,0,1
B,202001,2019-12-29,63,0.25768492,15.238814,2,0.89373994,0,1
B,202002,2020-01-05,107,0.99748445,25.881796,2,1.5303782,1,1
B,202003,2020-01-12,130,0.99986434,31.445171,2,1.6690906,1,1
B,202004,2020-01-19,97,0.4613545,23.462936,2,0.98624176,0,1
B,202005,2020-01-26,89,0.07022858,21.52785,2,0.8111759,0,1
B,202006,2020-02-02,81,0.058612816,19.59276,2,0.79313076,0,1
B,202007,2020-02-09,86,0.36091113,20.80219,2,0.9479568,0,1
B,202008,2020-02-16,72,0.16042514,17.415787,2,0.8533411,0,1
B,202009,2020-02-23,54,0.01318546,13.061841,2,0.67925626,0,1
B,202010,2020-03-01,71,0.49282095,17.1739,2,0.9969952,0,1
B,202011,2020-03-08,43,0.02281067,10.401095,2,0.67737263,0,1
B,202012,2020-03-15,22,2.5128882e-05,5.321491,2,0.38419005,0,0
B,202013,2020-03-22,27,0.018855289,6.5309205,2,0.6086319,0,1
B,202014,2020-03-29,27,0.28714788,6.5309205,2,0.86386514,0,1
B,202015,2020-04-05,21,0.21391064,5.0796046,2,0.7952911,0,0
B,202016,2020-04-12,38,0.9380637,9.191666,1,1.4714056,0,1
B,202017,2020-04-19,34,0.7981219,8.224122,1,1.2362425,0,1
B,202018,2020-04-26,64,0.99912107,15.4807,1,1.9102172,1,1
B,202019,2020-05-03,41,0.4684756,9.917323,1,0.9828411,0,1
B,202020,2020-05-10,71,0.97467846,17.1739,1,1.4296689,1,1
B,202021,2020-05-17,47,0.2553248,11.368639,1,0.8774024,0,1
B,202022,2020-05-24,35,0.016243048,8.466008,1,0.6349871,0,1
B,202023,2020-05-31,35,0.06455514,8.466008,1,0.7173492,0,1
B,202024,2020-06-07,39,0.45792007,9.433552,1,0.9766137,0,1
B,202025,2020-06-14,44,0.7794572,10.642982,1,1.1859124,0,1
B,202026,2020-06-21,26,0.062302247,6.2890344,1,0.68088233,0,1
B,202027,2020-06-28,15,0.0012319272,3.628289,1,0.41502252,0,0
B,202028,2020-07-05,16,0.035240967,3.870175,1,0.5759924,0,0
B,202029,2020-07-12,18,0.3914717,4.3539467,1,0.9150097,0,0
B,202030,2020-07-19,12,0.18987621,2.9026313,1,0.7220199,0,0
B,202031,2020-07-26,15,0.44925654,3.628289,1,0.9555939,0,0
B,202032,2020-08-02,16,0.6034291,3.870175,1,1.0981412,0,0
B,202033,2020-08-09,15,0.5286776,3.628289,1,1.026415,0,0
B,202034,2020-08-16,26,0.9458936,6.2890344,1,1.6480948,0,1
B,202035,2020-08-23,16,0.3720424,3.870175,1,0.89504284,0,0
B,202036,2020-08-30,26,0.8053157,6.2890344,1,1.2865349,0,1
B,202037,2020-09-06,11,0.04266849,2.6607454,1,0.53810114,0,0
B,202038,2020-09-13,22,0.6485728,5.321491,1,1.1244043,0,0
B,202039,2020-09-20,19,0.56537336,4.595833,1,1.0549752,0,0
B,202040,2020-09-27,21,0.64714724,5.0796046,1,1.1261358,0,0
B,202041,2020-10-04,19,0.4533295,4.595833,1,0.9634018,0,0
B,202042,2020-10-11,18,0.38453016,4.3539467,1,0.9098,0,0
B,202043,2020-10-18,29,0.9110512,7.0146923,1,1.471533,0,1
B,202044,2020-10-25,21,0.49067056,5.0796046,1,0.9928917,0,0
B,202045,2020-11-01,40,0.97630465,9.675438,1,1.6469516,1,1
B,202046,2020-11-08,48,0.9869537,11.610525,1,1.6710639,1,1
B,202047,2020-11-15,64,0.995697,15.4807,3,1.6950419,1,1
B,202048,2020-11-22,115,0.99999964,27.816883,3,2.2205951,1,1
B,202049,2020-11-29,115,0.99884415,27.816883,3,1.5659231,1,1
B,202050,2020-12-06,122,0.94335115,29.510084,1,1.2379539,0,1
B,202051,2020-12-13,233,1.0,56.359425,1,1.9501358,1,1
B,202052,2020-12-20,272,1.0,65.79298,1,1.7655299,1,1
B,202053,2020-12-27,214,0.64154947,51.76359,1,1.0359617,0,1
B,202101,2021-01-03,592,1.0,143.19647,1,3.0342407,1,2
B,202102,2021-01-10,591,1.0,142.95459,4,2.1970367,1,2
B,202103,2021-01-17,881,1.0,213.10152,4,1.923959,1,2
B,202104,2021-01-24,818,0.99999815,197.8627,4,1.2750118,1,2
B,202105,2021-01-31,803,0.81077516,194.2344,4,1.0454367,0,2
B,202106,2021-02-07,822,0.59062546,198.83025,4,1.011397,0,2
B,202107,2021-02-14,972,0.9998381,235.11313,4,1.1854721,1,2
B,202108,2021-02-21,928,0.95664227,224.47015,4,1.084516,1,2
B,202109,2021-02-28,898,0.41790006,217.21358,4,0.9902919,0,2
B,202110,2021-03-07,831,0.021400401,201.00722,4,0.90758145,0,2
B,202111,2021-03-14,531,0.0,128.44144,4,0.6112042,0,2
B,202112,2021-03-21,370,0.0,89.497795,4,0.4921545,0,2
B,202113,2021-03-28,306,0.0,74.0171,4,0.535251,0,2
B,202114,2021-04-04,250,1.05214726e-10,60.471485,4,0.60590225,0,2
B,202115,2021-04-11,244,0.00090948975,59.02017,2,0.7679099,0,1
B,202116,2021-04-18,188,0.00013224469,45.474556,2,0.70833194,0,1
B,202117,2021-04-25,141,2.0117843e-06,34.10592,1,0.6152607,0,1
B,202118,2021-05-02,117,1.5872009e-05,28.300655,1,0.61780214,0,1
B,202119,2021-05-09,114,0.012123612,27.574997,1,0.75732327,0,1
B,202120,2021-05-16,90,0.009000212,21.769733,1,0.72287095,0,1
B,202121,2021-05-23,67,0.00097231584,16.206358,1,0.6223082,0,1
B,202122,2021-05-30,57,0.0032394875,13.787498,1,0.6351233,0,0
B,202123,2021-06-06,45,0.0067858454,10.884867,1,0.63006616,0,0
B,202124,2021-06-13,37,0.017841585,8.9497795,1,0.6466453,0,0
B,202125,2021-06-20,39,0.1975499,9.433552,1,0.83271074,0,0
B,202126,2021-06-27,40,0.47176918,9.675438,1,0.98442936,0,0
B,202127,2021-07-04,48,0.8203698,11.610525,1,1.2160096,0,0
B,202128,2021-07-11,33,0.17471437,7.982236,1,0.804963,0,0
B,202129,2021-07-18,31,0.122821756,7.498464,1,0.76050204,0,0
B,202130,2021-07-25,25,0.07804992,6.047148,1,0.6950612,0,0
B,202131,2021-08-01,44,0.9255616,10.642982,1,1.3945574,0,0
B,202132,2021-08-08,39,0.7904217,9.433552,1,1.210171,0,0
B,202133,2021-08-15,38,0.5500322,9.191666,1,1.0293167,0,0
B,202134,2021-08-22,24,0.03441802,5.8052626,1,0.6284733,0,0
B,202135,2021-08-29,22,0.05133431,5.321491,1,0.6454952,0,0
B,202136,2021-09-05,37,0.85826576,8.9497795,1,1.3030663,0,0
B,202137,2021-09-12,29,0.5885268,7.0146923,1,1.0609844,0,0
B,202138,2021-09-19,28,0.3915563,6.772806,1,0.9307707,0,0
B,202139,2021-09-26,22,0.13727017,5.321491,1,0.7386384,0,0
B,202140,2021-10-03,24,0.34066665,5.8052626,1,0.89202386,0,0
B,202141,2021-10-10,32,0.83170485,7.74035,1,1.2893028,0,0
B,202142,2021-10-17,28,0.6189002,6.772806,1,1.085354,0,0
B,202143,2021-10-24,27,0.43947273,6.5309205,1,0.96009505,0,0
B,202144,2021-10-31,35,0.7854621,8.466008,1,1.218094,0,0
B,202145,2021-11-07,37,0.81078446,8.9497795,1,1.2395176,0,0
B,202146,2021-11-14,42,0.8414089,10.159209,2,1.2584821,0,0
B,202147,2021-11-21,41,0.66748744,9.917323,2,1.1023756,0,0
B,202148,2021-11-28,64,0.98784065,15.4807,2,1.557259,1,1
B,202149,2021-12-05,78,0.99605465,18.867104,2,1.6124611,1,1
B,202150,2021-12-12,109,0.99982077,26.365566,3,1.7398756,1,1
B,202151,2021-12-19,21,2.8763427e-09,5.0796046,2,0.27444875,0,0
B,202152,2021-12-26,1,0.0,0.24188593,2,0.01405746,0,0
B,202201,2022-01-02,42,0.5103956,10.159209,2,1.0056828,0,0
B,202202,2022-01-09,48,0.9974881,11.610525,2,1.9612658,0,0
B,202203,2022-01-16,61,0.9978718,14.755042,2,1.8191032,1,1
B,202204,2022-01-23,49,0.58609384,11.852411,2,1.0452322,0,0
B,202205,2022-01-30,41,0.11977267,9.917323,2,0.78400934,0,0
B,202206,2022-02-06,40,0.1644848,9.675438,2,0.8135589,0,0
B,202207,2022-02-13,28,0.0368467,6.772806,2,0.65244377,0,0
B,202208,2022-02-20,34,0.34230644,8.224122,2,0.9088054,0,0
B,202209,2022-02-27,55,0.9856937,13.303726,2,1.5949081,0,0
B,202210,2022-03-06,26,0.07420717,6.2890344,2,0.69519895,0,0
B,202211,2022-03-13,35,0.27901495,8.466008,2,0.87403125,0,0
B,202212,2022-03-20,40,0.66603035,9.675438,2,1.1026969,0,0
B,202213,2022-03-27,24,0.08553961,5.8052626,1,0.69863254,0,0
B,202214,2022-04-03,38,0.68505013,9.191666,1,1.1196978,0,0
B,202215,2022-04-10,25,0.18105221,6.047148,1,0.7859058,0,0
B,202216,2022-04-17,40,0.84448457,9.675438,2,1.2700701,0,0
B,202217,2022-04-24,43,0.8847148,10.401095,2,1.317133,0,0
B,202218,2022-05-01,46,0.8381799,11.126753,1,1.2412736,0,0
B,202219,2022-05-08,33,0.16708763,7.982236,1,0.79966736,0,0
B,202220,2022-05-15,25,0.027299909,6.047148,1,0.6193262,0,0
B,202221,2022-05-22,45,0.86263305,10.884867,1,1.2756224,0,0
B,202222,2022-05-29,29,0.3004643,7.0146923,1,0.87633,0,0
B,202223,2022-06-05,35,0.50480556,8.466008,1,1.0028685,0,0
B,202224,2022-06-12,36,0.5773511,8.707893,1,1.0473366,0,0
B,202225,2022-06-19,42,0.80578285,10.159209,1,1.2172652,0,0
B,202226,2022-06-26,39,0.59721696,9.433552,1,1.0578313,0,0
B,202227,2022-07-03,31,0.17942627,7.498464,1,0.8030804,0,0
B,202228,2022-07-10,24,0.05067036,5.8052626,1,0.6553593,0,0
B,202229,2022-07-17,20,0.057633728,4.837719,1,0.6426099,0,0
B,202230,2022-07-24,21,0.25959373,5.0796046,1,0.8285466,0,0
B,202231,2022-07-31,18,0.27672297,4.3539467,1,0.8298142,0,0
B,202232,2022-08-07,10,0.035993576,2.4188595,1,0.5114818,0,0
B,202233,2022-08-14,11,0.14393115,2.6607454,1,0.66802925,0,0
B,202234,2022-08-21,15,0.64633286,3.628289,1,1.1501176,0,0
B,202235,2022-08-28,11,0.40791014,2.6607454,1,0.9091546,0,0
B,202236,2022-09-04,12,0.45280564,2.9026313,1,0.95405394,0,0
B,202237,2022-09-11,13,0.55916816,3.1445172,1,1.0600029,0,0
B,202238,2022-09-18,26,0.98434985,6.2890344,1,2.0220325,0,0
B,202239,2022-09-25,21,0.78848195,5.0796046,1,1.2981544,0,0
B,202240,2022-10-02,18,0.35528743,4.3539467,1,0.8880115,0,0
B,202241,2022-10-09,22,0.56310594,5.321491,1,1.0491748,0,0
B,202242,2022-10-16,32,0.9410196,7.74035,1,1.540208,0,0
B,202243,2022-10-23,25,0.58738536,6.047148,1,1.0649247,0,0
B,202244,2022-10-30,37,0.89119124,8.9497795,1,1.3600518,0,0
B,202245,2022-11-06,30,0.5229086,7.256578,1,1.0148957,0,0
B,202246,2022-11-13,28,0.327985,6.772806,1,0.89147407,0,0
B,202247,2022-11-20,36,0.72500604,8.707893,1,1.1562697,0,0
B,202248,2022-11-27,52,0.98596406,12.578069,2,1.6219205,0,0
B,202249,2022-12-04,36,0.45470342,8.707893,1,0.973857,0,0
B,202250,2022-12-11,56,0.9219211,13.545612,1,1.3319952,0,0
B,202251,2022-12-18,58,0.897113,14.029385,1,1.2827848,0,0
B,202252,2022-12-25,71,0.95941,17.1739,1,1.3711259,1,1
B,202301,2023-01-01,90,0.9914087,21.769733,1,1.4777675,1,1
B,202302,2023-01-08,98,0.97450894,23.704823,3,1.349535,1,1
B,202303,2023-01-15,114,0.9750971,27.574997,3,1.3204014,1,1
B,202304,2023-01-22,150,0.99908113,36.28289,3,1.4866655,1,1
B,202305,2023-01-29,201,0.99999493,48.619072,3,1.6453433,1,1
B,202306,2023-02-05,244,0.9999948,66.96526,3,1.5619267,1,2
B,202307,2023-02-12,219,0.8857659,60.10407,2,1.1257253,0,1
B,202308,2023-02-19,198,0.1585059,54.340668,2,0.90661913,0,1
B,202309,2023-02-26,321,0.99998707,88.09775,2,1.4382235,1,2
B,202310,2023-03-05,330,0.9998962,90.56778,4,1.3661377,1,2
B,202311,2023-03-12,390,0.9999414,107.034645,4,1.3457092,1,2
B,202312,2023-03-19,350,0.72615784,96.05673,4,1.0470179,0,2
B,202313,2023-03-26,506,0.99999905,138.87059,4,1.3837035,1,2
B,202314,2023-04-02,415,0.7233103,113.89584,4,1.0424299,0,2
B,202315,2023-04-09,683,1.0,187.44786,4,1.5299821,1,2
B,202316,2023-04-16,521,0.72317404,142.9873,4,1.0377175,0,2
B,202317,2023-04-23,410,2.9605799e-06,112.523605,4,0.7454251,0,2
B,202318,2023-04-30,391,1.1936891e-05,107.3091,4,0.7546375,0,2
B,202319,2023-05-07,308,6.8185113e-07,84.52992,4,0.70054746,0,2
B,202320,2023-05-14,147,0.0,40.34383,2,0.3985137,0,1
B,202321,2023-05-21,102,0.0,27.993677,2,0.36029816,0,1
B,202322,2023-05-28,66,1.01030295e-14,18.113556,2,0.35789004,0,1
B,202323,2023-06-04,75,0.0018687512,20.583586,1,0.65388584,0,1
B,202324,2023-06-11,76,0.29914844,20.858034,1,0.91990817,0,1
B,202325,2023-06-18,57,0.07272676,15.643525,1,0.7748949,0,1
B,202326,2023-06-25,58,0.15474886,15.917973,1,0.83541214,0,1
B,202327,2023-07-02,50,0.12324334,13.72239,1,0.80361265,0,0
B,202328,2023-07-09,54,0.4096994,14.820182,1,0.95762134,0,1
B,202329,2023-07-16,47,0.27303737,12.899047,1,0.8866276,0,0
B,202330,2023-07-23,33,0.028639233,9.056778,1,0.6574999,0,0
B,202331,2023-07-30,42,0.37191722,11.526808,1,0.93263495,0,0
B,202332,2023-08-06,46,0.7302379,12.624599,1,1.1406177,0,0
B,202333,2023-08-13,36,0.2985886,9.880121,1,0.88672984,0,0
B,202334,2023-08-20,45,0.6411184,12.350151,1,1.0803815,0,0
B,202335,2023-08-27,61,0.969594,16.741316,1,1.449105,1,1
B,202336,2023-09-03,44,0.39694914,12.075704,1,0.94677866,0,0
B,202337,2023-09-10,79,0.990534,21.681377,1,1.5108234,1,1
B,202338,2023-09-17,76,0.9394662,20.858034,1,1.3074586,0,1
B,202339,2023-09-24,82,0.8656647,22.50472,1,1.1974657,0,1
B,202340,2023-10-01,101,0.96206075,27.719229,1,1.305213,1,1
B,202341,2023-10-08,108,0.94483554,29.640364,1,1.2581308,0,1
B,202342,2023-10-15,169,0.9999892,46.38168,1,1.6925136,1,1
B,202343,2023-10-22,219,0.9999998,60.10407,1,1.7517674,1,1
B,202344,2023-10-29,291,1.0,79.86431,3,1.7312789,1,2
B,202345,2023-11-05,401,1.0,110.05357,4,1.769521,1,2
B,202346,2023-11-12,426,0.9999989,116.914764,4,1.4260323,1,2
B,202347,2023-11-19,490,0.9999695,134.47943,4,1.3153937,1,2
B,202348,2023-11-26,683,1.0,187.44786,4,1.5553627,1,2
B,202349,2023-12-03,595,0.9887322,163.29645,4,1.146609,1,2
B,202350,2023-12-10,695,0.9969217,190.74123,4,1.1648756,1,2
B,202351,2023-12-17,304,0.0,83.43214,4,0.4939433,0,2
B,202352,2023-12-24,674,0.9983754,184.97783,4,1.1818793,1,2
B,202401,2023-12-31,1260,1.0,345.80423,4,2.2670743,1,2
B,202402,2024-01-07,1150,1.0,315.615,4,1.5340048,1,2
B,202403,2024-01-14,1097,0.94646984,301.06924,4,1.0725207,0,2
B,202404,2024-01-21,932,2.101174e-05,255.78535,4,0.83418417,0,2
B,202405,2024-01-28,704,0.0,193.21126,4,0.6701636,0,2
B,202406,2024-02-04,468,0.0,128.44157,4,0.519173,0,2
B,202407,2024-02-11,360,0.0,98.80121,4,0.5113423,0,2
B,202408,2024-02-18,301,1.931788e-14,82.60879,4,0.58349365,0,2
B,202409,2024-02-25,332,0.015464434,91.11668,4,0.8514628,0,2
B,202410,2024-03-03,264,0.0032235458,72.45422,4,0.79928935,0,2
B,202411,2024-03-10,261,0.032438487,71.63088,4,0.8561295,0,2
B,202412,2024-03-17,189,2.1634896e-05,51.870636,2,0.68249744,0,1
B,202413,2024-03-24,209,0.04829098,57.359592,2,0.8554052,0,1
B,202414,2024-03-31,245,0.8944485,67.239716,2,1.1232353,0,2
B,202415,2024-04-07,299,0.99975365,82.0599,4,1.360055,1,2
B,202416,2024-04-14,254,0.64369124,69.70975,4,1.033476,0,2
B,202417,2024-04-21,231,0.06374173,63.397446,2,0.87203354,0,1
B,202418,2024-04-28,183,0.00032629946,50.22395,2,0.72037363,0,1
B,202419,2024-05-05,152,0.000103591025,41.71607,2,0.6797767,0,1
B,202420,2024-05-12,82,7.335299e-11,22.50472,2,0.44268236,0,1
B,202421,2024-05-19,99,0.0019546992,27.170334,2,0.6887005,0,1
B,202422,2024-05-26,58,5.038301e-05,15.917973,1,0.5394442,0,1
B,202423,2024-06-02,50,0.0011504823,13.72239,1,0.5874082,0,0
B,202424,2024-06-09,63,0.33938298,17.290213,1,0.9303087,0,1
B,202425,2024-06-16,60,0.56619483,16.46687,1,1.0310313,0,1
B,202426,2024-06-23,41,0.04669254,11.25236,1,0.71248335,0,0
B,202427,2024-06-30,79,0.9749321,21.681377,1,1.4022819,1,1
B,202428,2024-07-07,53,0.36912373,14.545734,1,0.9383351,0,0
B,202429,2024-07-14,65,0.629548,17.839108,1,1.0604187,0,1
B,202430,2024-07-21,67,0.6676077,18.388002,1,1.0790237,0,1
B,202431,2024-07-28,64,0.5397935,17.56466,1,1.0178397,0,1
B,202432,2024-08-04,58,0.2839842,15.917973,1,0.90213335,0,1
B,202433,2024-08-11,63,0.50231797,17.290213,1,1.0010326,0,1
B,202434,2024-08-18,52,0.20814438,14.271286,1,0.8582396,0,0
B,202435,2024-08-25,44,0.08323971,12.075704,1,0.76010317,0,0
B,202436,2024-09-01,51,0.42907986,13.996839,1,0.9656607,0,0
B,202437,2024-09-08,33,0.047202643,9.056778,1,0.68857175,0,0
B,202438,2024-09-15,60,0.9249757,16.46687,1,1.3241568,0,1
B,202439,2024-09-22,63,0.9488483,17.290213,1,1.3683797,0,1
B,202440,2024-09-29,56,0.6080952,15.369078,1,1.0537246,0,1
B,202441,2024-10-06,79,0.95219284,21.681377,1,1.3281564,1,1
B,202442,2024-10-13,99,0.99577117,27.170334,1,1.5128751,1,1
B,202443,2024-10-20,83,0.6777826,22.77917,1,1.075478,0,1
B,202444,2024-10-27,95,0.72047204,26.072542,1,1.090269,0,1
B,202445,2024-11-03,126,0.99080616,34.580425,1,1.3788668,1,1
B,202446,2024-11-10,107,0.6882925,29.365915,1,1.070522,0,1
B,202447,2024-11-17,170,0.9996482,46.656128,2,1.5010515,1,1
B,202448,2024-11-24,177,0.99683356,48.577263,2,1.3680958,1,1
B,202449,2024-12-01,318,1.0,87.27441,3,1.9758408,1,2
B,202450,2024-12-08,354,1.0,97.154526,4,1.6530038,1,2
B,202451,2024-12-15,498,1.0,136.675,4,1.7060212,1,2
B,202452,2024-12-22,519,0.999999,142.43842,4,1.3765873,1,2
B,202501,2024-12-29,593,0.9999801,162.74756,4,1.2893916,1,2
B,202502,2025-01-05,620,0.9975094,170.15764,4,1.1808139,1,2
B,202503,2025-01-12,587,0.6480981,161.10086,4,1.0225588,0,2
B,202504,2025-01-19,715,0.998965,196.23018,4,1.1852009,1,2
B,202505,2025-01-26,662,0.8283104,181.68445,4,1.0541705,0,2
B,202506,2025-02-02,750,0.9887405,205.83586,4,1.129089,1,2
B,202507,2025-02-09,726,0.81454355,199.24911,4,1.0486568,0,2
B,202508,2025-02-16,794,0.9727774,217.91156,4,1.1039736,1,2
B,202509,2025-02-23,715,0.24915615,196.23018,4,0.9651354,0,2
B,202510,2025-03-02,626,0.00079186406,171.80434,4,0.84280026,0,2
B,202511,2025-03-09,656,0.08401405,180.03777,4,0.92803323,0,2
B,202512,2025-03-16,663,0.494922,181.9589,4,0.9993015,0,2
B,202513,2025-03-23,519,0.00012317052,142.43842,4,0.80609035,0,2
B,202514,2025-03-30,434,2.620845e-08,119.11035,4,0.7122684,0,2
B,202515,2025-04-06,331,6.2244654e-12,90.842224,4,0.6261193,0,2
B,202516,2025-04-13,307,1.3947796e-06,84.25548,2,0.7070809,0,1
B,202517,2025-04-20,350,0.3358633,96.05673,2,0.9687364,0,2
B,202518,2025-04-27,391,0.98265254,107.3091,4,1.1699941,1,2
B,202519,2025-05-04,379,0.8682682,104.015724,4,1.086418,0,2
B,202520,2025-05-11,408,0.8981605,111.97471,4,1.0952655,0,2
B,202521,2025-05-18,449,0.98085743,123.227066,4,1.1540102,1,2
B,202522,2025-05-25,342,0.011223985,93.86115,4,0.84593093,0,2
B,202523,2025-06-01,341,0.013408321,93.5867,4,0.8498299,0,2
B,202524,2025-06-08,193,2.443601e-13,52.968426,1,0.533479,0,1
B,202525,2025-06-15,145,6.3393735e-14,39.794933,1,0.48426345,0,1
B,202526,2025-06-22,126,1.0994225e-07,34.580425,1,0.5678068,0,1
B,202527,2025-06-29,105,0.00029645063,28.81702,1,0.65342534,0,1
B,202528,2025-07-06,131,0.5294123,35.952663,1,1.0091659,0,1
B,202529,2025-07-13,102,0.13531572,27.993677,1,0.8621223,0,1
B,202530,2025-07-20,91,0.048463233,24.97475,1,0.7931363,0,1
B,202531,2025-07-27,76,0.015829494,20.858034,1,0.72546715,0,1
B,202532,2025-08-03,96,0.61181366,26.34699,1,1.0421993,0,1
B,202533,2025-08-10,70,0.10684235,19.211348,1,0.8191983,0,1
B,202534,2025-08-17,56,0.012898709,15.369078,1,0.68265545,0,0
B,202535,2025-08-24,66,0.28157982,18.113556,1,0.90672576,0,0
B,202536,2025-08-31,60,0.35857424,16.46687,1,0.9371994,0,0
B,202537,2025-09-07,57,0.33280072,15.643525,1,0.9239536,0,0
B,202538,2025-09-14,67,0.7132167,18.388002,1,1.104462,0,1
B,202539,2025-09-21,61,0.5150795,16.741316,1,1.0068575,0,0
B,202540,2025-09-28,95,0.993381,26.072542,1,1.4855268,1,1
B,202541,2025-10-05,62,0.23619927,17.015764,1,0.8827572,0,0
B,202542,2025-10-12,81,0.6580657,22.230272,1,1.0670063,0,1
B,202543,2025-10-19,53,0.031731952,14.545734,1,0.7183432,0,0
B,202544,2025-10-26,77,0.72706944,21.13248,1,1.1046268,0,1
B,202545,2025-11-02,86,0.9297173,23.602512,1,1.2685251,0,1
B,202546,2025-11-09,123,0.99964106,33.75708,2,1.625818,1,1
B,202547,2025-11-16,131,0.99460715,35.952663,2,1.4085274,1,1
B,202548,2025-11-23,136,0.9250013,37.3249,2,1.2001047,0,1
B,202549,2025-11-30,181,0.99825686,49.675053,2,1.3955722,1,1
B,202550,2025-12-07,162,0.8265667,44.460545,2,1.1131728,0,1
B,202551,2025-12-14,177,0.80054027,48.577263,2,1.0959631,0,1
B,202552,2025-12-21,132,0.023180887,36.22711,2,0.79364645,0,1
B,202553,2025-12-28,146,0.21095654,40.06938,2,0.91234225,0,1
C,201501,2015-01-04,784,1.0,880.1868,4,1.402494,1,2
C,201502,2015-01-11,820,1.0,920.6036,4,1.6663246,1,2
C,201503,2015-01-18,787,0.99997705,883.5549,4,1.2421348,1,2
C,201504,2015-01-25,551,1.6327796e-08,618.6007,4,0.73478884,0,2
C,201505,2015-02-01,591,0.00016560605,663.5082,4,0.81984776,0,2
C,201506,2015-02-08,435,2.6070188e-09,488.36896,4,0.69654346,0,2
C,201507,2015-02-15,399,1.4572298e-06,447.9522,4,0.735985,0,2
C,201508,2015-02-22,362,0.00014711983,406.41278,4,0.77685165,0,2
C,201509,2015-03-01,282,2.1856629e-06,316.5978,4,0.7019968,0,2
C,201510,2015-03-08,218,2.3694215e-08,244.74582,4,0.6279717,0,2
C,201511,2015-03-15,252,0.05110904,282.9172,4,0.8689636,0,2
C,201512,2015-03-22,265,0.71850437,297.51212,4,1.0521655,0,2
C,201513,2015-03-29,206,0.03159444,231.27357,4,0.8394072,0,2
C,201514,2015-04-05,269,0.8640707,302.00287,4,1.1018506,0,2
C,201515,2015-04-12,235,0.4325808,263.8315,4,0.9845303,0,2
C,201516,2015-04-19,212,0.08678388,238.0097,4,0.8799431,0,2
C,201517,2015-04-26,205,0.08619763,230.1509,4,0.877801,0,2
C,201518,2015-05-03,169,0.008571685,189.73415,4,0.7837146,0,2
