location,date,temperature_2m_min,temperature_2m_max,temperature_2m_mean,apparent_temperature_min,apparent_temperature_max,apparent_temperature_mean,wind_speed_10m_max,wind_gusts_10m_max,wind_direction_10m_dominant,precipitation_sum,precipitation_hours,rain_sum,showers_sum,precipitation_probability_min,precipitation_probability_max,precipitation_probability_mean,sunshine_duration,daylight_duration,shortwave_radiation_sum,cloud_cover_mean,dew_point_2m_min,dew_point_2m_max,dew_point_2m_mean,relative_humidity_2m_mean,soil_moisture_0_to_7cm_mean,et0_fao_evapotranspiration
B,2016-11-12,23.989,30.539,26.003584,28.60292,36.60495,31.11396,10.1376915,36.0,315.20685,9.4,9.0,9.4,0.0,,,,35054.273,45183.273,15.37,83.958336,23.189,25.489,24.011915,89.08045,0.45816672,3.0725648
B,2016-11-13,22.789,28.189,24.613998,27.60826,34.450832,29.679922,9.3669195,32.399998,39.136154,13.200001,11.0,13.200001,0.0,,,,13670.114,45208.39,13.46,99.875,22.639,24.338999,23.286917,92.58364,0.48487505,2.6704645
B,2016-11-14,22.489,31.139,25.716082,27.01324,38.26725,30.993996,10.829959,36.0,341.78702,4.3,6.0,4.3,0.0,,,,36419.914,45233.207,21.32,85.291664,22.439,25.289,23.586916,88.925354,0.4660833,4.293728
B,2016-11-15,23.239,31.689,26.293169,27.478666,38.49849,31.411493,12.904882,43.199997,338.7907,2.5,4.0,2.5,0.0,,,,40577.19,45257.703,22.26,72.041664,22.588999,25.539,23.991087,87.91553,0.482375,4.445206
B,2016-11-16,23.889,31.338999,26.743166,28.757915,38.20951,32.29822,10.829958,38.519997,340.12213,2.5,4.0,2.5,0.0,,,,28197.574,45281.844,19.02,69.208336,23.389,25.489,24.518167,88.19309,0.47724998,3.850567
B,2016-11-17,22.939,28.239,25.328585,27.542854,34.22615,30.846039,9.227524,29.519999,21.161337,18.3,11.0,18.3,0.0,,,,15644.83,45305.59,12.93,98.0,22.739,25.639,24.268171,94.02888,0.47254166,2.593163
B,2016-11-18,22.338999,24.739,23.161919,23.772789,29.835514,26.625483,16.485485,45.36,156.63846,15.7,13.0,15.7,0.0,,,,5369.556,45328.92,9.55,100.0,18.189,24.088999,21.974419,93.37621,0.47150004,1.825471
B,2016-11-19,20.489,28.489,23.73275,22.378994,32.69776,26.24544,10.144082,25.919998,155.74866,0.0,0.0,0.0,0.0,,,,26350.584,45351.8,18.63,96.958336,17.389,21.789,18.789,74.35369,0.45875,3.8678415
B,2016-11-20,21.039,29.539,25.078583,24.830349,35.402237,29.675638,4.6938257,20.519999,350.9807,0.4,3.0,0.4,0.0,,,,42177.08,45374.19,22.13,90.208336,20.838999,24.338999,21.755667,82.997,0.44854173,4.430415
B,2016-11-21,22.539,31.689,26.253586,26.997007,38.45354,31.530394,8.12197,24.48,341.885,1.4,1.0,1.4,0.0,,,,42004.566,45396.07,22.08,58.958332,22.289,24.639,23.264,84.72701,0.44295835,4.497379
B,2016-11-22,23.389,32.189003,27.049417,27.941536,39.950138,32.76474,6.28713,19.08,49.118256,0.90000004,4.0,0.90000004,0.0,,,,42023.395,45417.4,22.63,54.25,22.588999,24.838999,23.809835,83.53402,0.43979168,4.7015395
B,2016-11-23,23.139,29.739,25.693169,27.639921,35.873363,30.729258,10.233123,24.48,158.70256,4.4999995,9.0,4.4999995,0.0,,,,34293.438,45438.14,15.83,82.291664,22.689,24.189,23.40983,87.71707,0.46608338,3.2126293
B,2016-11-24,22.389,30.838999,25.89525,27.254482,38.283558,31.61511,3.319036,15.84,91.97491,0.8,4.0,0.8,0.0,,,,36400.367,45458.27,20.73,85.375,22.189,25.838999,23.284834,86.73713,0.451625,4.2670026
B,2016-11-25,22.939,31.588999,26.878586,27.956848,38.96003,33.140293,7.491114,20.519999,10.348601,5.2,5.0,5.2,0.0,,,,41486.21,45477.75,21.6,86.5,22.939,26.139,24.572334,88.1488,0.44933334,4.422373
B,2016-11-26,23.338999,30.039,26.139,28.089996,37.349323,31.955523,9.346143,28.44,303.02353,9.2,7.0,9.2,0.0,,,,27522.648,45496.543,17.55,89.666664,23.139,25.939,24.380667,90.49421,0.461125,3.5261934
B,2016-11-27,23.338999,29.989,25.738998,28.115562,35.397224,31.139261,6.9247384,21.96,326.43362,1.4000001,4.0,1.4000001,0.0,,,,16481.168,45514.62,13.49,99.625,23.189,24.889,23.972336,90.513306,0.43858334,2.79622
B,2016-11-28,23.039,32.589,26.901497,27.840656,39.98816,32.74328,6.3690495,21.24,341.9832,0.4,1.0,0.4,0.0,,,,38234.53,45531.94,23.32,68.958336,22.539,25.989,23.761917,84.885605,0.44291663,4.882798
B,2016-11-29,23.739,32.339,27.422333,28.943817,39.830482,33.43167,7.7879906,26.64,114.491905,5.2999997,9.0,5.2999997,0.0,,,,41553.06,45548.473,22.8,61.166668,23.338999,26.289,24.616083,85.62176,0.44075003,4.7024055
B,2016-11-30,23.739,29.389,25.324419,28.082642,34.30898,30.205948,13.493999,36.0,159.0342,16.599998,9.0,16.599998,0.0,,,,18296.293,45564.22,12.58,99.833336,23.289,24.439,23.98275,92.51556,0.47516665,2.4311182
B,2016-12-01,23.239,27.789,24.9765,27.961285,34.947933,30.489975,7.172949,19.44,191.46573,11.799999,9.0,11.799999,0.0,,,,20031.357,45579.363,12.45,99.083336,23.039,25.838999,24.076502,94.86036,0.4904584,2.4730077
B,2016-12-02,23.239,30.889,25.755667,28.702827,38.18954,31.65811,5.0528407,25.199999,1.2187701,1.4,4.0,1.4,0.0,,,,28172.84,45593.93,18.84,86.541664,23.139,24.789,23.705667,89.55085,0.47433338,3.8816936
B,2016-12-03,23.838999,31.689,26.951502,28.645496,39.070263,32.5581,7.491114,27.359999,312.07254,0.0,0.0,0.0,0.0,,,,40688.465,45607.887,23.05,96.083336,22.789,24.539,23.634836,83.265755,0.46587503,4.772907
B,2016-12-04,23.838999,28.689,25.739,28.777046,34.984573,30.906792,10.1887,28.44,355.25827,7.3,12.0,7.3,0.0,,,,25312.139,45621.23,14.35,97.458336,23.588999,25.539,24.059835,90.725334,0.48145834,2.8209164
B,2016-12-05,23.239,31.139,26.168167,27.593147,38.16314,31.444305,11.043261,34.56,342.16095,6.0,9.0,6.0,0.0,,,,39842.25,45633.934,23.21,93.041664,23.039,25.139,23.814003,87.78564,0.4835417,4.624118
B,2016-12-06,23.338999,28.489,25.499414,27.886292,31.776386,30.073915,12.979984,37.079998,326.58127,8.0,13.0,8.0,0.0,,,,16824.785,45645.99,12.15,99.708336,21.889,24.539,23.397333,88.68789,0.4711667,2.519846
B,2016-12-07,22.989,27.338999,24.932753,26.321442,31.456814,29.135323,9.255571,24.119999,292.63065,2.0,8.0,2.0,0.0,,,,26521.098,45657.367,12.42,95.375,20.739,24.289,22.359835,85.80405,0.4657916,2.5046015
B,2016-12-08,22.739,31.489,26.653582,26.773848,37.030785,31.452904,11.212135,40.32,311.42355,0.0,0.0,0.0,0.0,,,,42856.395,45668.062,24.93,75.0,22.139,24.239,23.09317,82.32534,0.4602084,5.094814
B,2016-12-09,23.189,30.838999,27.068167,27.407804,37.575405,31.988853,12.313894,39.96,338.30368,2.1000001,5.0,2.1000001,0.0,,,,41425.69,45678.047,22.58,80.125,22.689,24.989,23.541082,81.796196,0.44741675,4.6791363
B,2016-12-10,24.088999,28.889,26.409828,28.077023,33.90178,30.758368,16.1198,39.6,338.0152,2.8000002,8.0,2.8000002,0.0,,,,23899.04,45687.312,12.5,85.916664,22.789,24.189,23.50567,84.319954,0.4519167,2.6556256
B,2016-12-11,23.889,31.139,26.330667,28.239922,38.948296,31.55542,9.007196,33.48,334.04666,10.800001,14.0,10.800001,0.0,,,,40594.906,45695.832,22.11,84.375,22.639,24.689,23.509834,84.961754,0.4602084,4.456314
B,2016-12-12,23.739,28.739,25.745255,28.12032,33.621025,30.567383,13.049689,35.28,327.92603,2.6999998,10.0,2.6999998,0.0,,,,34859.9,45703.594,17.45,97.916664,22.939,24.289,23.551504,88.029755,0.44962502,3.424992
B,2016-12-13,23.439,30.838999,26.09317,27.64042,36.873646,30.778366,12.979984,41.039997,333.69504,4.3,4.0,4.3,0.0,,,,33680.516,45710.586,21.15,86.083336,22.939,24.239,23.403585,85.95457,0.4678749,4.246182
B,2016-12-14,23.739,31.289,26.270248,28.0938,38.43968,31.632807,9.028754,28.08,342.42148,5.1,9.0,5.1,0.0,,,,37882.996,45716.785,19.93,97.375,22.739,25.289,23.878586,87.20136,0.48654166,4.0058317
B,2016-12-15,22.939,26.588999,24.338999,27.29064,32.936794,29.29666,12.261158,37.44,187.6723,25.400003,21.0,25.400003,0.0,,,,6042.8687,45722.176,7.46,98.708336,22.689,25.239,23.749418,96.60126,0.477625,1.4311752
B,2016-12-16,22.889,29.739,25.434837,27.083832,36.3476,30.253632,12.015589,34.2,156.20757,3.2,6.0,3.2,0.0,,,,36830.23,45726.742,18.82,78.083336,22.039,23.889,22.903587,86.48984,0.49049997,3.8127174
B,2016-12-17,22.889,26.689,24.328583,27.237183,32.4392,29.23837,10.137692,28.08,353.65988,28.300001,19.0,28.300001,0.0,,,,9113.12,45730.47,11.33,99.166664,22.838999,24.989,23.543167,95.49955,0.4772917,2.1710777
B,2016-12-18,22.639,29.588999,24.634834,26.73303,35.647552,29.13164,14.512064,44.28,333.3508,13.599999,17.0,13.599999,0.0,,,,33816.32,45733.336,18.84,93.625,22.588999,24.889,23.278585,92.644745,0.47204164,3.583514
B,2016-12-19,23.239,28.489,25.0515,27.11449,33.829502,29.306427,16.704155,45.0,336.5886,21.899998,17.0,21.899998,0.0,,,,36094.2,45735.344,16.11,96.125,22.838999,25.039,23.464003,91.13479,0.47875,3.029354
B,2016-12-20,23.489,30.439,26.003586,27.917797,37.448505,30.935526,11.457958,38.88,340.69287,1.1,7.0,1.1,0.0,,,,39330.727,45736.457,20.1,88.0,22.739,25.088999,23.532753,86.90558,0.46966672,4.0218563
B,2016-12-21,22.939,27.889,24.891083,27.62959,34.778824,30.24695,8.049845,28.08,321.94507,17.900002,16.0,17.900002,0.0,,,,16819.377,45736.72,11.43,99.333336,22.739,25.389,23.705671,93.334045,0.47866666,2.2962015
B,2016-12-22,22.989,27.939,25.011917,27.526382,33.77854,29.836164,10.514218,27.72,333.21188,9.000001,9.0,9.000001,0.0,,,,40989.086,45736.133,15.97,87.208336,22.739,24.689,23.566084,92.09705,0.47608337,3.095845
B,2016-12-23,22.439,31.588999,26.205666,26.170725,37.622543,31.044182,10.703569,32.399998,325.2359,0.4,1.0,0.4,0.0,,,,43092.203,45734.707,24.98,46.791668,21.838999,24.338999,23.022337,83.79487,0.46158335,5.030082
B,2016-12-24,23.088999,29.389,25.63275,27.368048,36.02395,30.62739,10.296251,26.28,338.32364,7.3,12.0,7.3,0.0,,,,23629.385,45732.453,16.29,94.041664,22.689,25.539,23.668167,89.13059,0.47395834,3.170527
B,2016-12-25,23.489,31.838999,26.834833,28.200958,37.809177,31.604904,12.538134,40.68,330.87198,0.0,0.0,0.0,0.0,,,,41432.395,45729.383,24.51,72.916664,22.389,23.639,23.136919,81.69183,0.47037497,5.1223226
B,2016-12-26,23.539,30.539,26.426498,27.573435,37.25094,30.841959,14.4,39.6,356.92554,7.8,6.0,7.8,0.0,,,,34932.83,45725.508,19.41,93.083336,21.939,25.088999,23.218168,83.021904,0.4527917,4.025466
B,2016-12-27,23.239,29.289,25.714003,27.238092,35.538433,30.901337,10.086427,34.56,357.49127,5.2,7.0,5.2,0.0,,,,41029.08,45720.832,17.51,85.791664,22.039,25.189,23.797333,89.43182,0.45854172,3.4446335
B,2016-12-28,22.439,28.588999,25.172333,26.649347,34.610577,30.226439,9.826088,24.119999,344.1383,11.200001,13.0,11.200001,0.0,,,,30596.252,45715.37,14.39,99.458336,22.389,25.189,23.674417,91.79855,0.4837917,2.8633385
B,2016-12-29,22.689,25.838999,24.257751,26.983461,31.65141,29.065142,9.0,21.599998,155.26729,8.200001,17.0,8.200001,0.0,,,,0.0,45709.14,6.68,99.625,22.588999,24.889,23.393167,95.02527,0.47629175,1.3542998
B,2016-12-30,22.639,28.939,24.809837,27.788273,34.126595,30.215576,8.4963045,23.4,309.0626,11.299999,20.0,11.299999,0.0,,,,26537.13,45702.145,14.75,92.125,22.439,24.889,23.376503,92.474304,0.48220828,3.024757
B,2016-12-31,23.289,30.189,25.797333,27.488958,37.16673,30.870142,10.30883,28.8,350.79282,10.7,12.0,10.7,0.0,,,,39600.0,45694.395,20.43,78.791664,23.039,24.539,23.557753,88.02154,0.484125,4.0625286
B,2017-01-01,22.8,29.5,25.299997,26.99049,34.260147,29.871874,12.57426,29.16,354.07413,11.100001,13.0,11.100001,0.0,,,,24004.79,45685.91,16.21,87.5,22.2,24.05,22.889585,87.33355,0.4955833,3.2422833
B,2017-01-02,22.9,30.45,25.731249,27.280584,37.74955,30.793688,8.435069,24.119999,335.77222,3.9,5.0,3.9,0.0,,,,34919.605,45676.7,18.8,80.708336,22.2,24.85,23.154167,86.31164,0.49366668,3.8359778
B,2017-01-03,23.35,28.9,25.335419,27.490479,33.37587,29.887259,9.585739,30.239998,341.3144,7.2999997,10.0,7.2999997,0.0,,,,33407.453,45666.77,15.13,95.791664,22.4,24.75,23.110418,87.84415,0.4932917,3.0228014
B,2017-01-04,23.0,29.0,25.074999,27.094265,34.746094,29.538797,12.768586,27.359999,2.250593,11.400001,14.0,11.400001,0.0,,,,29216.545,45656.14,14.75,90.875,22.4,24.5,23.022919,88.71673,0.49195838,2.9815125
B,2017-01-05,22.4,29.95,25.379171,26.309052,37.967422,30.452108,12.10157,30.599998,19.695154,36.999996,15.0,36.999996,0.0,,,,36426.758,45644.824,21.77,94.166664,21.95,24.45,23.202085,88.46981,0.50329167,4.3304777
B,2017-01-06,22.55,27.95,24.654165,27.14631,33.82956,30.111208,6.9153743,30.960001,259.26114,17.5,17.0,17.5,0.0,,,,27639.396,45632.83,14.79,98.708336,22.5,24.95,23.572916,94.00753,0.5044167,2.9439166
B,2017-01-07,22.5,29.9,25.197916,27.44611,36.661995,30.66514,11.659777,28.08,273.3663,11.5,8.0,11.5,0.0,,,,36260.387,45620.176,18.0,91.0,22.5,24.75,23.543749,91.15635,0.5015416,3.5915837
B,2017-01-08,23.25,28.95,25.40625,27.898342,34.453518,30.361002,11.384198,33.48,331.8215,4.2999997,13.0,4.2999997,0.0,,,,39566.52,45606.863,18.05,94.666664,22.6,24.5,23.393751,89.169106,0.4982084,3.5638788
B,2017-01-09,22.1,29.5,25.141665,26.45957,34.75227,30.03425,11.792404,33.12,345.06854,4.7,11.0,4.7,0.0,,,,28133.758,45592.89,15.97,94.583336,22.05,24.8,23.254166,90.08007,0.50275,3.205991
B,2017-01-10,21.9,29.8,25.747917,25.952892,37.848137,31.00567,9.504272,28.44,326.14124,6.0999994,13.0,6.0999994,0.0,,,,35248.887,45578.086,22.74,90.0,21.85,25.1,23.439585,87.83603,0.49366665,4.533475
B,2017-01-11,23.45,27.8,24.939585,28.177307,32.97542,30.024015,7.9036193,21.96,5.3256397,15.700001,13.0,15.700001,0.0,,,,7191.1514,45562.46,10.31,98.0,22.7,24.4,23.420835,91.6055,0.49504164,2.0870883
B,2017-01-12,22.3,28.75,25.035416,26.598787,34.97488,30.22846,10.464798,27.359999,310.60117,9.2,12.0,9.2,0.0,,,,34173.52,45546.05,17.46,97.875,21.95,25.15,23.33333,90.61358,0.49970838,3.4063716
B,2017-01-13,21.8,29.0,25.179169,25.752712,34.66524,29.892952,8.654986,27.72,346.41263,3.1,6.0,3.1,0.0,,,,41297.16,45528.875,20.77,86.125,21.6,24.15,22.647917,86.61935,0.49195835,4.0967607
B,2017-01-14,22.85,27.55,24.754166,26.651478,33.684277,29.613928,8.647496,20.880001,2.239419,8.4,14.0,8.4,0.0,,,,19792.2,45510.977,11.64,95.708336,22.15,24.95,23.293749,91.756165,0.4976667,2.3059273
B,2017-01-15,22.65,29.2,25.03125,27.08631,36.3598,30.232437,9.983106,33.12,349.76263,16.4,12.0,16.4,0.0,,,,36417.29,45492.383,18.59,90.958336,22.3,24.85,23.418749,91.09324,0.4992917,3.6066911
B,2017-01-16,22.1,27.25,24.214584,25.639488,31.974934,28.852236,11.609651,45.36,325.3569,25.599997,14.0,25.599997,0.0,,,,9193.631,45473.133,10.19,93.666664,22.0,24.2,23.216667,94.27624,0.50175005,1.9374619
B,2017-01-17,22.5,28.7,25.068748,27.078611,33.781097,29.789122,10.105681,26.28,330.20145,2.2000003,13.0,2.2000003,0.0,,,,35237.51,45453.25,17.87,89.0,22.5,24.15,23.170835,89.90179,0.498,3.5253637
B,2017-01-18,22.65,29.65,25.652084,26.821705,37.032753,30.431885,11.923557,34.2,332.24152,1.6,6.0,1.6,0.0,,,,37831.67,45432.777,20.61,82.0,22.25,24.75,23.170835,86.795006,0.48854163,4.1067023
B,2017-01-19,23.5,28.6,25.239584,28.288158,33.739037,30.354958,8.854829,29.16,350.81952,16.2,12.0,16.2,0.0,,,,19692.256,45411.74,13.59,97.458336,23.2,24.65,23.72083,91.566734,0.48979172,2.6903703
B,2017-01-20,22.1,28.65,24.54167,26.66177,35.190804,29.738482,8.905908,25.919998,332.40274,5.0999994,16.0,5.0999994,0.0,,,,22640.723,45390.164,16.58,96.625,22.1,24.6,23.120832,92.305016,0.49441668,3.3314013
B,2017-01-21,22.8,28.2,24.6625,27.011822,32.848007,29.319542,9.0,37.8,325.68484,16.0,11.0,16.0,0.0,,,,23879.725,45368.086,12.69,98.625,22.4,24.15,23.099998,91.286896,0.4922084,2.483325
B,2017-01-22,22.05,27.7,24.079168,26.463614,31.453632,28.45202,11.841756,30.599998,350.12753,7.1999993,16.0,7.1999993,0.0,,,,17680.973,45345.54,11.86,99.041664,21.95,23.45,22.612497,92.06528,0.50387496,2.400122
B,2017-01-23,21.9,29.15,24.939583,25.67066,35.49606,29.341835,12.015589,37.8,1.2162566,10.0,7.0,10.0,0.0,,,,37341.023,45322.55,20.07,80.5,21.55,24.05,22.518747,87.15618,0.49733332,3.9971373
B,2017-01-24,23.05,30.55,25.681252,27.005938,36.487007,30.523888,14.24163,38.519997,8.207132,5.2999997,5.0,5.2999997,0.0,,,,36070.484,45299.152,19.47,87.958336,21.75,25.65,23.170835,86.69068,0.48266664,3.9342706
B,2017-01-25,22.8,29.85,25.556246,27.40247,37.871796,31.13299,6.489992,32.760002,228.36653,5.6,7.0,5.6,0.0,,,,36930.17,45275.37,19.65,97.291664,22.4,25.0,23.720833,90.05042,0.49145833,3.9252198
B,2017-01-26,22.25,30.95,25.847918,26.451,38.66433,31.237345,10.483357,25.56,145.36362,0.8000001,5.0,0.8000001,0.0,,,,26440.479,45251.24,19.42,94.875,22.1,24.9,23.652084,88.5209,0.49045828,3.968271
B,2017-01-27,22.05,27.0,24.137499,26.14725,32.33486,29.101221,8.913181,24.48,199.90385,28.600002,23.0,28.600002,0.0,,,,18146.434,45226.785,12.65,100.0,21.95,24.05,23.21875,94.883514,0.50562495,2.473256
B,2017-01-28,22.8,28.15,24.652082,26.551764,33.374474,29.231638,11.726277,29.88,122.15863,1.9000003,12.0,1.9000003,0.0,,,,22715.777,45202.03,14.22,90.458336,22.45,23.9,23.006248,91.08896,0.50204164,2.845989
B,2017-01-29,22.55,28.6,24.4375,27.166147,35.651196,29.695053,7.5942073,21.24,75.96372,14.7,15.0,14.7,0.0,,,,27483.027,45176.97,15.87,90.75,22.45,24.3,23.227083,93.29706,0.4995,3.1478903
B,2017-01-30,22.2,30.45,25.318748,26.615715,37.380196,30.428312,9.511088,31.319998,353.729,2.3000002,9.0,2.3000002,0.0,,,,38365.94,45151.332,22.72,81.166664,22.15,25.15,23.172918,88.87835,0.48787507,4.5126176
B,2017-01-31,22.95,28.85,25.435417,26.856564,34.243443,29.980192,10.44,39.239998,339.32083,5.8999996,6.0,5.8999996,0.0,,,,41267.31,45125.113,17.02,77.958336,22.0,24.1,23.00208,86.67788,0.47945833,3.3742962
B,2017-02-01,22.95,29.9,25.139585,26.611004,37.867046,29.630304,14.4,34.56,353.58923,11.1,6.0,11.1,0.0,,,,21429.533,45098.348,16.4,90.791664,22.0,24.6,23.1,88.80802,0.47608328,3.2929363
B,2017-02-02,23.2,28.8,25.691666,27.32442,33.502464,29.951403,13.570615,40.68,350.118,1.1,5.0,1.1,0.0,,,,37521.004,45071.08,17.69,80.25,22.35,24.35,23.131248,86.25379,0.48070833,3.5310242
B,2017-02-03,22.85,30.75,26.260416,26.784845,37.91742,31.224874,9.885262,34.2,351.5923,0.9000001,7.0,0.9000001,0.0,,,,40599.426,45043.336,22.63,72.25,21.85,24.55,23.166666,83.96103,0.47649994,4.615264
B,2017-02-04,23.8,29.8,25.65,27.939137,37.003212,30.37171,11.159999,38.519997,340.8576,5.0,9.0,5.0,0.0,,,,37322.926,45015.152,18.2,98.166664,22.8,25.35,23.464584,87.98395,0.48729166,3.5252268
B,2017-02-05,22.85,31.15,26.01458,27.07851,37.336056,30.54918,10.931203,30.599998,345.0685,0.1,1.0,0.1,0.0,,,,30088.047,44986.574,18.81,82.166664,22.1,24.15,22.760416,83.19167,0.48175004,3.9605641
B,2017-02-06,23.25,31.4,26.687506,27.801407,37.66586,32.17313,9.387651,30.239998,351.73557,2.2,3.0,2.2,0.0,,,,39435.38,44957.625,22.51,81.125,22.2,26.2,23.889582,85.729614,0.4705,4.5905247
B,2017-02-07,23.35,28.25,25.352087,28.046436,34.132107,30.427534,9.028754,34.2,336.0051,16.900002,15.0,16.900002,0.0,,,,23790.67,44928.34,13.61,99.25,23.1,25.4,23.824999,91.43994,0.48129165,2.6811545
B,2017-02-08,22.85,30.65,25.616667,27.285522,36.271664,30.347427,10.464797,31.319998,342.61295,4.6,14.0,4.6,0.0,,,,30763.482,44898.758,19.89,98.416664,21.75,23.9,22.952082,86.737885,0.4956667,4.101938
B,2017-02-09,23.1,29.25,24.977087,27.217194,34.72538,29.565775,11.27553,29.519999,2.0134354,2.0,8.0,2.0,0.0,,,,26038.98,44868.906,13.98,90.375,22.4,24.5,23.324999,90.99912,0.49550006,2.728853
B,2017-02-10,24.05,30.6,26.266665,28.069012,36.736355,30.895937,14.003029,41.760002,346.63855,7.3999996,7.0,7.3999996,0.0,,,,38105.777,44838.82,19.75,84.5,22.9,24.8,23.537498,85.3939,0.49249998,3.967901
B,2017-02-11,23.75,29.7,25.9375,28.257431,34.305485,30.879059,15.509274,38.16,346.13763,4.2999997,14.0,4.2999997,0.0,,,,23804.5,44808.53,16.01,93.75,23.1,25.1,23.954165,89.37369,0.49662504,3.1754415
B,2017-02-12,23.65,28.8,25.454168,28.85085,36.567833,30.687342,12.9249525,37.44,357.18866,10.2,19.0,10.2,0.0,,,,24136.148,44778.066,15.02,96.791664,23.45,25.9,24.072916,92.3013,0.5000834,2.9325979
B,2017-02-13,23.25,26.25,24.445833,28.136993,32.371235,29.864494,8.209263,22.68,28.610395,19.699999,21.0,19.699999,0.0,,,,698.52094,44747.46,6.22,99.916664,23.15,25.35,23.920832,96.98465,0.5059584,1.3055351
B,2017-02-14,22.35,28.5,24.289583,27.021193,33.807674,29.216377,7.6367526,20.880001,289.59244,9.0,16.0,9.0,0.0,,,,15699.952,44716.75,11.67,95.625,22.3,24.85,23.039583,93.27795,0.5059584,2.3851295
B,2017-02-15,22.4,29.65,25.652082,26.000319,37.212955,30.218245,10.829958,29.88,298.82175,2.7,3.0,2.7,0.0,,,,40833.773,44685.953,22.69,92.5,21.6,24.15,22.689583,84.39621,0.4912083,4.533856
B,2017-02-16,22.05,30.0,25.541666,24.850012,35.28593,29.478956,14.336861,39.96,327.45633,0.5,3.0,0.5,0.0,,,,39975.63,44655.1,22.09,94.458336,20.55,24.4,21.891668,81.078125,0.47358337,4.4676666
B,2017-02-17,23.05,30.45,25.645836,27.194933,37.00209,30.261963,15.226764,41.399998,2.6492574,0.9,7.0,0.9,0.0,,,,35176.023,44624.227,19.66,70.958336,21.85,24.2,22.816668,84.85164,0.45783338,3.9224138
B,2017-02-18,23.45,30.25,26.043749,27.52199,37.241116,30.975145,11.503113,36.0,346.32162,7.7,5.0,7.7,0.0,,,,41748.684,44593.31,22.53,55.041668,22.05,24.75,23.177086,84.721565,0.4675833,4.457737
B,2017-02-19,23.3,29.85,25.445831,27.159765,38.83137,31.197916,11.119281,26.64,8.168378,10.200001,11.0,10.200001,0.0,,,,26103.27,44562.082,18.63,93.708336,22.75,25.65,24.047918,92.26191,0.49366668,3.7253175
B,2017-02-20,22.4,29.55,25.502083,26.859844,37.413326,31.241396,6.519877,30.960001,74.716644,17.5,8.0,17.5,0.0,,,,31383.898,44530.516,19.46,94.041664,22.4,25.75,23.866663,91.181,0.49583337,3.9419224
B,2017-02-21,23.15,27.75,25.070833,28.08458,33.06251,30.237028,8.14587,27.72,168.13771,4.2999997,13.0,4.2999997,0.0,,,,21107.602,44498.652,12.71,97.083336,22.8,24.4,23.541664,91.54697,0.4933333,2.5538564
B,2017-02-22,22.6,27.3,24.441668,27.317545,33.58541,29.560152,9.0,31.68,157.7509,5.9,6.0,5.9,0.0,,,,27478.29,44466.51,15.13,99.5,22.45,24.5,23.266665,93.48818,0.49566665,2.9559295
B,2017-02-23,21.9,28.25,24.249998,26.089357,34.95633,28.859076,8.707237,29.16,108.85766,12.1,7.0,12.1,0.0,,,,31550.479,44434.133,16.12,96.208336,21.85,23.95,22.62292,90.94046,0.49491668,3.1293945
B,2017-02-24,22.0,27.1,23.818748,26.211166,32.59156,28.566866,12.181625,30.239998,62.694595,28.300001,21.0,28.300001,0.0,,,,22712.7,44401.535,13.47,98.875,21.95,23.95,22.906252,94.82284,0.50445837,2.5654852
B,2017-02-25,22.1,27.4,24.081247,26.206673,33.324154,28.836937,12.594856,40.32,10.084123,10.9,22.0,10.9,0.0,,,,34848.688,44368.754,17.16,89.125,22.1,24.75,22.972914,93.83371,0.50775003,3.2191417
B,2017-02-26,22.15,25.95,23.897917,26.032515,30.90075,28.742884,12.261157,29.88,342.26938,18.2,16.0,18.2,0.0,,,,22084.113,44335.816,11.82,98.083336,22.15,24.75,23.252083,96.25781,0.50708336,2.184729
B,2017-02-27,21.9,29.85,24.633333,26.202053,36.61885,29.458506,10.739833,31.319998,309.08444,7.899999,18.0,7.899999,0.0,,,,35542.215,44302.75,22.02,76.333336,21.75,24.15,22.593748,89.40055,0.50420827,4.344232
B,2017-02-28,23.0,30.3,25.608332,26.761944,37.979458,30.192322,10.383987,35.64,347.8632,7.2999997,7.0,7.2999997,0.0,,,,39780.992,44269.58,21.3,68.125,21.65,24.45,22.735415,84.64658,0.48325,4.265668
B,2017-03-01,23.35,28.5,25.841667,27.328196,33.264317,30.557322,14.05845,47.16,8.015382,10.700001,6.0,10.700001,0.0,,,,38646.363,44236.33,17.55,81.583336,22.6,25.05,23.554167,87.595665,0.484375,3.4552903
B,2017-03-02,23.2,30.15,25.185415,27.563013,36.373676,30.593588,10.948973,32.399998,5.3814697,6.7000003,6.0,6.7000003,0.0,,,,21218.088,44203.03,13.29,91.0,22.4,25.15,23.816668,92.4582,0.49304166,2.66502
B,2017-03-03,22.85,29.8,25.495832,27.041988,36.40383,30.425957,9.255571,29.88,5.237394,1.0,3.0,1.0,0.0,,,,41319.062,44169.707,19.96,83.416664,22.3,25.5,23.116669,87.406975,0.48350003,3.9790785
B,2017-03-04,23.2,30.05,26.062502,28.25599,37.08224,31.361107,7.69592,29.16,359.7968,2.3000002,8.0,2.3000002,0.0,,,,37886.18,44136.39,19.69,87.5,22.7,24.95,23.454168,86.16331,0.47891665,3.9607475
B,2017-03-05,22.9,31.05,26.162498,27.01141,38.35396,31.144539,10.8955765,27.72,307.18475,3.8999999,9.0,3.8999999,0.0,,,,40893.324,44103.098,23.67,84.75,22.4,25.8,23.333334,85.41743,0.49262497,4.7646976
